act_symbol,date,period,sales,cost_of_goods,gross_profit,selling_administrative_depreciation_amortization_expenses,income_after_depreciation_and_amortization,non_operating_income,interest_expense,pretax_income,income_taxes,minority_interest,investment_gains,other_income,income_from_continuing_operations,extras_and_discontinued_operations,net_income,income_before_depreciation_and_amortization,depreciation_and_amortization,average_shares,diluted_eps_before_non_recurring_items,diluted_net_eps
CRWD,2022-01-31,Quarter,431010000,112620000,318390000,341930000,-23540000,1680000,6300000,-28160000,13580000,240000,0,0,-41740000,0,-41980000,,,229660000,-0.09,-0.18
CRWD,2022-04-30,Quarter,487830000,126830000,361000000,384890000,-23890000,3210000,6300000,-26970000,3440000,1110000,0,0,-30410000,0,-31520000,,,231180000,-0.13,-0.14
CRWD,2022-07-31,Quarter,535150000,140570000,394590000,442890000,-48300000,11110000,6340000,-43540000,4780000,970000,0,0,-48310000,0,-49290000,,,232550000,-0.19,-0.21
CRWD,2022-10-31,Quarter,580880000,158230000,422650000,479080000,-56430000,17000000,6330000,-45760000,8870000,330000,0,0,-54630000,0,-54960000,,,233790000,-0.20,-0.24
CRWD,2023-01-31,Quarter,637370000,175600000,461760000,523270000,-61510000,24230000,6350000,-43620000,5310000,-1450000,0,0,-48930000,0,-47480000,,,235030000,-0.17,-0.20
CRWD,2023-04-30,Quarter,692580000,169230000,523350000,542810000,-19460000,30750000,6390000,4910000,4410000,10000,0,0,500000,0,490000,,,240600000,0.03,0.00
CRWD,2023-07-31,Quarter,731630000,182920000,548710000,564080000,-15370000,34900000,6440000,13090000,4610000,0,0,0,8480000,0,8470000,,,242140000,0.06,0.03
CRWD,2023-10-31,Quarter,786010000,195000000,591010000,587850000,3160000,39610000,6500000,36270000,9600000,0,0,0,26670000,0,26670000,,,243800000,0.16,0.11
CRWD,2024-01-31,Quarter,845340000,208570000,636760000,607090000,29670000,45300000,6420000,68550000,13610000,1240000,0,0,54940000,0,53700000,,,247940000,0.24,0.23
CRWD,2024-04-30,Quarter,921040000,225000000,696030000,689100000,6930000,53510000,6510000,53930000,7670000,3440000,0,0,46260000,0,42820000,,,250160000,0.20,0.17
CRWD,2024-07-31,Quarter,963870000,237400000,726470000,712820000,13650000,50500000,6550000,57600000,10910000,-320000,0,0,46690000,0,47010000,,,251270000,0.24,0.19
CRWD,2024-10-31,Quarter,1010180000,255090000,755090000,810810000,-55720000,51770000,6590000,-10540000,6280000,0,0,0,-16820000,0,-16820000,,,245540000,0.08,-0.07
CRWD,2025-01-31,Quarter,1058540000,273990000,784550000,869850000,-85300000,45500000,6660000,-46460000,46270000,-450000,0,0,-92730000,0,-92280000,,,246930000,-0.05,-0.37
CRWD,2025-04-30,Quarter,1103430000,289140000,814290000,938950000,-124660000,41480000,6720000,-89890000,21110000,-790000,0,0,-110990000,0,-110210000,,,248430000,-0.23,-0.44
CRWD,2025-07-31,Quarter,1168950000,310280000,858670000,971650000,-112980000,48130000,6820000,-71670000,5970000,30000,0,0,-77650000,0,-77680000,,,249910000,-0.02,-0.31
CSCO,2020-01-31,Quarter,12005000000,4241000000,7764000000,4384000000,3380000000,312000000,158000000,3534000000,656000000,0,0,0,2878000000,0,2878000000,,,4260000000,0.71,0.68
CSCO,2020-04-30,Quarter,11983000000,4212000000,7771000000,4357000000,3414000000,160000000,130000000,3444000000,670000000,0,0,0,2774000000,0,2774000000,,,4243000000,0.72,0.65
CSCO,2020-07-31,Quarter,12154000000,4470000000,7684000000,4437000000,3247000000,178000000,119000000,3306000000,670000000,0,0,0,2636000000,0,2636000000,,,4244000000,0.72,0.63
CSCO,2020-10-31,Quarter,11929000000,4348000000,7581000000,5011000000,2570000000,223000000,112000000,2681000000,507000000,0,0,0,2174000000,0,2174000000,,,4244000000,0.68,0.51
CSCO,2021-01-31,Quarter,11960000000,4176000000,7784000000,4561000000,3223000000,145000000,113000000,3255000000,710000000,0,0,0,2545000000,0,2545000000,,,4234000000,0.71,0.60
CSCO,2021-04-30,Quarter,12803000000,4618000000,8185000000,4720000000,3465000000,237000000,111000000,3591000000,728000000,0,0,0,2863000000,0,2863000000,,,4238000000,0.75,0.68
CSCO,2021-07-31,Quarter,13126000000,4782000000,8344000000,4769000000,3575000000,258000000,98000000,3735000000,726000000,0,0,0,3009000000,0,3009000000,,,4238000000,0.76,0.71
CSCO,2021-10-31,Quarter,12900000000,4847000000,8053000000,4615000000,3438000000,308000000,89000000,3657000000,677000000,0,0,0,2980000000,0,2980000000,,,4243000000,0.73,0.70
CSCO,2022-01-31,Quarter,12720000000,4671000000,8049000000,4562000000,3487000000,204000000,88000000,3603000000,630000000,0,0,0,2973000000,0,2973000000,,,4205000000,0.77,0.71
CSCO,2022-04-30,Quarter,12835000000,4714000000,8121000000,4511000000,3610000000,281000000,90000000,3801000000,757000000,0,0,0,3044000000,0,3044000000,,,4170000000,0.78,0.73
CSCO,2022-07-31,Quarter,13102000000,5077000000,8025000000,4591000000,3434000000,75000000,93000000,3416000000,601000000,0,0,0,2815000000,0,2815000000,,,4137000000,0.74,0.68
CSCO,2022-10-31,Quarter,13632000000,5286000000,8346000000,4806000000,3540000000,35000000,100000000,3475000000,805000000,0,0,0,2670000000,0,2670000000,,,4116000000,0.77,0.65
CSCO,2023-01-31,Quarter,13592000000,5165000000,8427000000,5135000000,3292000000,230000000,107000000,3415000000,642000000,0,0,0,2773000000,0,2773000000,,,4116000000,0.76,0.67
CSCO,2023-04-30,Quarter,14571000000,5339000000,9232000000,5286000000,3946000000,120000000,109000000,3957000000,745000000,0,0,0,3212000000,0,3212000000,,,4110000000,0.88,0.78
CSCO,2023-07-31,Quarter,15203000000,5455000000,9748000000,5495000000,4253000000,329000000,111000000,4471000000,513000000,0,0,0,3958000000,0,3958000000,,,4093000000,1.01,0.97
CSCO,2023-10-31,Quarter,14668000000,5111000000,9557000000,5281000000,4276000000,277000000,111000000,4442000000,804000000,0,0,0,3638000000,0,3638000000,,,4087000000,0.98,0.89
CSCO,2024-01-31,Quarter,12791000000,4574000000,8217000000,5121000000,3096000000,185000000,120000000,3161000000,527000000,0,0,0,2634000000,0,2634000000,,,4073000000,0.72,0.65
CSCO,2024-04-30,Quarter,12702000000,4429000000,8273000000,6082000000,2191000000,401000000,357000000,2235000000,349000000,0,0,0,1886000000,0,1886000000,,,4060000000,0.72,0.46
CSCO,2024-07-31,Quarter,13642000000,4861000000,8781000000,6163000000,2618000000,196000000,418000000,2396000000,234000000,0,0,0,2162000000,0,2162000000,,,4035000000,0.71,0.54
CSCO,2024-10-31,Quarter,13841000000,4720000000,9121000000,6763000000,2358000000,327000000,418000000,2267000000,-444000000,0,0,0,2711000000,0,2711000000,,,4013000000,0.75,0.68
CSCO,2025-01-31,Quarter,13991000000,4880000000,9111000000,5998000000,3113000000,178000000,404000000,2887000000,459000000,0,0,0,2428000000,0,2428000000,,,4005000000,0.77,0.61
CSCO,2025-04-30,Quarter,14149000000,4871000000,9278000000,6076000000,3202000000,148000000,403000000,2947000000,456000000,0,0,0,2491000000,0,2491000000,,,4002000000,0.78,0.62
CSCO,2025-07-31,Quarter,14673000000,5393000000,9280000000,6193000000,3087000000,280000000,368000000,2999000000,449000000,0,0,0,2550000000,0,2550000000,,,3992000000,0.81,0.64
CSCO,2025-10-31,Quarter,14883000000,5138000000,9745000000,6382000000,3363000000,378000000,350000000,3391000000,531000000,0,0,0,2860000000,0,2860000000,,,3993000000,0.81,0.72
CVX,2020-03-31,Quarter,31501000000,16676000000,14825000000,10518000000,4307000000,0,162000000,4145000000,564000000,-18000000,0,0,3581000000,0,3599000000,,,1865650000,1.29,1.93
CVX,2020-06-30,Quarter,13494000000,9109000000,4385000000,14810000000,-10425000000,0,172000000,-10597000000,-2320000000,-7000000,0,0,-8277000000,0,-8270000000,,,1853310000,-1.59,-4.44
CVX,2020-09-30,Quarter,24450000,14540000,9910000,9800000,110000,0,160000,-40000,170000,0,0,0,-210000,0,-210000,,,1853530000,0.11,-0.12
CVX,2020-12-31,Quarter,25246000000,14663000000,10583000000,11341000000,-758000000,0,199000000,-957000000,-301000000,9000000,0,0,-656000000,0,-665000000,,,1910720000,-0.01,-0.33
CVX,2021-03-31,Quarter,32029000000,18988000000,13041000000,10666000000,2375000000,0,198000000,2177000000,779000000,21000000,0,0,1398000000,0,1377000000,,,1915890000,0.90,0.72
CVX,2021-06-30,Quarter,37597000000,22195000000,15402000000,10795000000,4607000000,0,185000000,4422000000,1328000000,12000000,0,0,3094000000,0,3082000000,,,1921960000,1.71,1.60
CVX,2021-09-30,Quarter,44710000000,25909000000,18801000000,10572000000,8229000000,0,174000000,8055000000,1940000000,4000000,0,0,6115000000,0,6111000000,,,1921100000,2.96,3.19
CVX,2021-12-31,Quarter,48129000000,29120000000,19009000000,11869000000,7140000000,0,155000000,6985000000,1903000000,27000000,0,0,5082000000,0,5055000000,,,1922080000,2.56,2.63
CVX,2022-03-31,Quarter,54373000000,34651000000,19722000000,10532000000,9190000000,0,136000000,9054000000,2777000000,18000000,0,0,6277000000,0,6259000000,,,1944540000,3.36,3.22
CVX,2022-06-30,Quarter,68762000000,41566000000,27196000000,11064000000,16132000000,0,129000000,16003000000,4288000000,93000000,0,0,11715000000,0,11622000000,,,1957110000,5.82,5.95
CVX,2022-09-30,Quarter,66644000000,39797000000,26847000000,11910000000,14937000000,0,128000000,14809000000,3571000000,7000000,0,0,11238000000,0,11231000000,,,1940000000,5.56,5.78
CVX,2022-12-31,Quarter,56473000000,33434000000,23039000000,13108000000,9931000000,0,123000000,9808000000,3430000000,25000000,0,0,6378000000,0,6353000000,,,1919730000,4.09,3.33
CVX,2023-03-31,Quarter,50793000000,30503000000,20290000000,10656000000,9634000000,0,115000000,9519000000,2914000000,31000000,0,0,6605000000,0,6574000000,,,1900790000,3.55,3.46
CVX,2023-06-30,Quarter,48896000000,30025000000,18871000000,10914000000,7957000000,0,120000000,7837000000,1829000000,-2000000,0,0,6008000000,0,6010000000,,,1875510000,3.08,3.20
CVX,2023-09-30,Quarter,54080000000,33349000000,20731000000,11879000000,8852000000,0,114000000,8738000000,2183000000,29000000,0,0,6555000000,0,6526000000,,,1877100000,3.05,3.48
CVX,2023-12-31,Quarter,47180000000,29539000000,17641000000,14031000000,3610000000,0,120000000,3490000000,1247000000,-16000000,0,0,2243000000,0,2259000000,,,1868100000,3.45,1.22
CVX,2024-03-31,Quarter,48716000000,28865000000,19851000000,11811000000,8040000000,0,118000000,7922000000,2371000000,50000000,0,0,5551000000,0,5501000000,,,1849120000,2.93,2.97
CVX,2024-06-30,Quarter,51181000000,32055000000,19126000000,11977000000,7149000000,0,113000000,7036000000,2593000000,9000000,0,0,4443000000,0,4434000000,,,1833430000,2.55,2.43
CVX,2024-09-30,Quarter,50669000000,31713000000,18956000000,12303000000,6653000000,0,164000000,6489000000,1993000000,9000000,0,0,4496000000,0,4487000000,,,1807030000,2.51,2.48
CVX,2024-12-31,Quarter,52226000000,31289000000,20937000000,14679000000,6258000000,0,199000000,6059000000,2800000000,20000000,0,0,3259000000,0,3239000000,,,1777370000,2.06,1.84
CVX,2025-03-31,Quarter,47610000000,29865000000,17745000000,11950000000,5795000000,0,212000000,5583000000,2071000000,12000000,0,0,3512000000,0,3500000000,,,1751440000,2.18,2.00
CVX,2025-06-30,Quarter,44822000000,28159000000,16663000000,12242000000,4421000000,0,274000000,4147000000,1632000000,25000000,0,0,2515000000,0,2490000000,,,1724400000,1.77,1.45
CVX,2025-09-30,Quarter,49726000000,28745000000,20981000000,15197000000,5784000000,0,370000000,5414000000,1801000000,74000000,0,0,3613000000,0,3539000000,,,1946040000,1.85,1.82
DAL,2020-03-31,Quarter,8592000000,6334000000,2258000000,2668000000,-410000000,-118000000,79000000,-607000000,-73000000,0,0,0,-534000000,0,-534000000,,,637000000,-0.51,-0.84
DAL,2020-06-30,Quarter,1468000000,3379000000,-1911000000,2904000000,-4815000000,-2005000000,194000000,-7014000000,-1297000000,0,0,0,-5717000000,0,-5717000000,,,635000000,-4.43,-9.01
DAL,2020-09-30,Quarter,3062000000,3492000000,-430000000,5956000000,-6386000000,-182000000,291000000,-6859000000,-1480000000,0,0,0,-5379000000,0,-5379000000,,,635000000,-3.30,-8.47
DAL,2020-12-31,Quarter,3973000000,3765000000,208000000,1066000000,-858000000,2548000000,365000000,-1107000000,-352000000,0,0,0,-755000000,0,-755000000,,,635000000,-2.53,-1.17
DAL,2021-03-31,Quarter,4150000000,4747000000,-597000000,801000000,-1398000000,244000000,361000000,-1515000000,-338000000,0,0,0,-1177000000,0,-1177000000,,,636000000,-3.55,-1.85
DAL,2021-06-30,Quarter,7126000000,5411000000,1715000000,899000000,816000000,298000000,338000000,776000000,124000000,0,0,0,652000000,0,652000000,,,642000000,-1.07,1.02
DAL,2021-09-30,Quarter,9154000000,6040000000,3114000000,909000000,2205000000,-359000000,314000000,1532000000,320000000,0,0,0,1212000000,0,1212000000,,,641000000,0.30,1.89
DAL,2021-12-31,Quarter,9469000000,6297000000,3172000000,2909000000,263000000,-392000000,266000000,-395000000,12000000,0,0,0,-407000000,0,-407000000,,,637000000,0.22,-0.62
DAL,2022-03-31,Quarter,9348000000,7037000000,2311000000,3094000000,-783000000,-143000000,274000000,-1200000000,-260000000,0,0,0,-940000000,0,-940000000,,,637000000,-1.23,-1.48
DAL,2022-06-30,Quarter,13824000000,8587000000,5237000000,3718000000,1519000000,-217000000,269000000,1033000000,298000000,0,0,0,735000000,0,735000000,,,641000000,1.44,1.15
DAL,2022-09-30,Quarter,13975000000,9072000000,4903000000,3447000000,1456000000,-246000000,248000000,962000000,267000000,0,0,0,695000000,0,695000000,,,641000000,1.51,1.08
DAL,2022-12-31,Quarter,13435000000,8720000000,4715000000,3246000000,1469000000,-100000000,238000000,1119000000,291000000,0,0,0,828000000,0,828000000,,,641000000,1.48,1.31
DAL,2023-03-31,Quarter,12759000000,8861000000,3898000000,4175000000,-277000000,-2000000,227000000,-506000000,-143000000,0,0,0,-363000000,0,-363000000,,,639000000,0.25,-0.57
DAL,2023-06-30,Quarter,15578000000,9602000000,5976000000,3485000000,2491000000,29000000,203000000,2317000000,490000000,0,0,0,1827000000,0,1827000000,,,642000000,2.68,2.84
DAL,2023-09-30,Quarter,15488000000,10037000000,5451000000,3467000000,1984000000,-267000000,196000000,1521000000,413000000,0,0,0,1108000000,0,1108000000,,,644000000,2.03,1.72
DAL,2023-12-31,Quarter,14223000000,9877000000,4346000000,3023000000,1323000000,1161000000,208000000,2276000000,239000000,0,0,0,2037000000,0,2037000000,,,644000000,1.28,3.18
DAL,2024-03-31,Quarter,13748000000,9514000000,4234000000,3620000000,614000000,-287000000,205000000,122000000,85000000,0,0,0,37000000,0,37000000,,,645000000,0.45,0.06
DAL,2024-06-30,Quarter,16658000000,10436000000,6222000000,3955000000,2267000000,-306000000,188000000,1773000000,468000000,0,0,0,1305000000,0,1305000000,,,648000000,2.36,2.01
DAL,2024-09-30,Quarter,15677000000,10426000000,5251000000,3854000000,1397000000,337000000,173000000,1561000000,289000000,0,0,0,1272000000,0,1272000000,,,647000000,1.50,1.97
DAL,2024-12-31,Quarter,15560000000,12398000000,3162000000,1445000000,1717000000,-334000000,181000000,1202000000,359000000,0,0,0,843000000,0,843000000,,,652000000,1.85,1.29
DAL,2025-03-31,Quarter,14040000000,9802000000,4238000000,3669000000,569000000,-70000000,179000000,320000000,80000000,0,0,0,240000000,0,240000000,,,652000000,0.46,0.37
DAL,2025-06-30,Quarter,16648000000,10573000000,6075000000,3973000000,2102000000,644000000,172000000,2574000000,444000000,0,0,0,2130000000,0,2130000000,,,652000000,2.10,3.27
DAL,2025-09-30,Quarter,16673000000,10779000000,5894000000,4210000000,1684000000,264000000,171000000,1777000000,360000000,0,0,0,1417000000,0,1417000000,,,654000000,1.71,2.17
DE,2020-01-31,Quarter,7631000000,5077000000,2554000000,1649000000,905000000,0,336000000,569000000,50000000,1000000,-1000000,0,518000000,0,517000000,,,317200000,1.63,1.63
DE,2020-04-30,Quarter,9253000000,6294000000,2959000000,1689000000,1270000000,0,342000000,928000000,245000000,0,-17000000,0,666000000,0,666000000,,,316200000,2.11,2.11
DE,2020-07-31,Quarter,8925000000,5835000000,3090000000,1530000000,1560000000,0,290000000,1270000000,457000000,0,-2000000,0,811000000,0,811000000,,,315800000,2.57,2.57
DE,2020-10-31,Quarter,9731000000,6471000000,3260000000,1865000000,1395000000,0,279000000,1116000000,330000000,1000000,-28000000,0,758000000,0,757000000,,,317100000,2.39,2.38
DE,2021-01-31,Quarter,9112000000,5805000000,3307000000,1508000000,1799000000,0,271000000,1528000000,308000000,0,4000000,0,1224000000,0,1224000000,,,316100000,3.87,3.87
DE,2021-04-30,Quarter,12058000000,7928000000,4130000000,1550000000,2580000000,0,268000000,2312000000,530000000,0,8000000,0,1790000000,0,1790000000,,,315200000,5.68,5.68
DE,2021-07-31,Quarter,11527000000,7574000000,3953000000,1559000000,2394000000,0,244000000,2150000000,491000000,0,8000000,0,1667000000,0,1667000000,,,313400000,5.32,5.32
DE,2021-10-31,Quarter,11327000000,7809000000,3518000000,1696000000,1822000000,0,210000000,1612000000,329000000,2000000,1000000,0,1284000000,0,1282000000,,,311500000,4.12,4.12
DE,2022-01-31,Quarter,9569000000,6695000000,2874000000,1494000000,1380000000,0,229000000,1151000000,250000000,1000000,3000000,0,904000000,0,903000000,,,309400000,2.92,2.92
DE,2022-04-30,Quarter,13370000000,8918000000,4452000000,1713000000,2739000000,0,187000000,2552000000,461000000,-1000000,6000000,0,2097000000,0,2098000000,,,308100000,6.81,6.81
DE,2022-07-31,Quarter,14102000000,9511000000,4591000000,1756000000,2835000000,0,296000000,2539000000,654000000,1000000,0,0,1885000000,0,1884000000,,,305700000,6.16,6.16
DE,2022-10-31,Quarter,15536000000,10214000000,5322000000,2087000000,3235000000,0,350000000,2885000000,642000000,-2000000,1000000,0,2244000000,0,2246000000,,,302100000,7.44,7.39
DE,2023-01-31,Quarter,12652000000,7934000000,4718000000,1746000000,2972000000,0,479000000,2493000000,537000000,-2000000,1000000,0,1957000000,0,1959000000,,,299100000,6.55,6.55
DE,2023-04-30,Quarter,17387000000,10730000000,6657000000,2240000000,4417000000,0,569000000,3848000000,991000000,-1000000,2000000,0,2859000000,0,2860000000,,,296500000,9.65,9.65
DE,2023-07-31,Quarter,15801000000,9624000000,6177000000,1948000000,4229000000,0,623000000,3606000000,636000000,-6000000,2000000,0,2972000000,0,2978000000,,,292100000,10.20,10.20
DE,2023-10-31,Quarter,15411000000,9427000000,5984000000,2130000000,3854000000,0,782000000,3072000000,707000000,-2000000,2000000,0,2367000000,0,2369000000,,,286900000,8.26,8.23
DE,2024-01-31,Quarter,12185000000,7200000000,4985000000,1968000000,3017000000,0,802000000,2215000000,469000000,-3000000,2000000,0,1748000000,0,1751000000,,,281100000,6.23,6.23
DE,2024-04-30,Quarter,15235000000,9157000000,6078000000,2125000000,3953000000,0,836000000,3117000000,751000000,-2000000,2000000,0,2368000000,0,2370000000,,,277900000,8.53,8.53
DE,2024-07-31,Quarter,13152000000,7848000000,5304000000,2109000000,3195000000,0,840000000,2355000000,625000000,-3000000,1000000,0,1731000000,0,1734000000,,,275600000,6.29,6.29
DE,2024-10-31,Quarter,11144000000,6570000000,4574000000,2185000000,2389000000,0,870000000,1519000000,249000000,-4000000,-29000000,0,1241000000,0,1245000000,,,273600000,4.55,4.57
DE,2025-01-31,Quarter,8508000000,5037000000,3471000000,1747000000,1724000000,0,829000000,895000000,27000000,-2000000,-1000000,0,867000000,0,869000000,,,272300000,3.19,3.19
DE,2025-04-30,Quarter,12763000000,7609000000,5154000000,2033000000,3121000000,0,784000000,2337000000,539000000,-3000000,3000000,0,1801000000,0,1804000000,,,271800000,6.64,6.64
DE,2025-07-31,Quarter,12018000000,7570000000,4448000000,2054000000,2394000000,0,794000000,1600000000,339000000,-18000000,10000000,0,1271000000,0,1289000000,,,271400000,4.75,4.75
DHR,2020-03-31,Quarter,4343100000,1900300000,2442800000,1745300000,697500000,61000000,47400000,711100000,116000000,0,0,0,595100000,0,595100000,,,707900000,1.05,0.81
DHR,2020-06-30,Quarter,5297400000,2444800000,2852600000,2008000000,844600000,454900000,78600000,1220900000,293600000,0,0,0,927300000,0,927300000,,,718200000,1.44,1.24
